,filename,smiles,electronic_energy (Hartree),HOMO_LUMO_gap (eV),dipole_moment (Debye),crystal_density (g/cc),crystal_density (g/cc),heat_of_formation (kcal/mol),Q(cal/g),D(km/s),p(GPa)
8370,molecule_10407.xyz,NCC1=NC(=NC=C1O)[N+]([O-])=O,-638.7229341,4.882305272,8.3846,1.659,1.659,-26.648,863.2294118,5.421897318,12.40090653
8371,molecule_10409.xyz,CC=CN1ON=C(C1=N)[N+]([O-])=O,-638.5810696,2.827557356,3.9711,1.479,1.479,69.893,1431.117647,5.696255944,12.69029051
8372,molecule_10410.xyz,NNC(=O)C1=CC=C(N1)[N+]([O-])=O,-638.7124281,4.486376492,4.8626,1.57,1.57,-19.638,904.4647059,5.284461609,11.36822511
8373,molecule_10412.xyz,[O-][N+](=O)C1=C2CNC=NC2=NO1,-637.445755,3.739690188,6.986,1.691,1.691,30.231,588.1071429,5.312229432,12.04833882
8374,molecule_10413.xyz,CON1NC(C)=C(C1=O)[N+]([O-])=O,-659.7094715,4.639305684,7.9139,1.631,1.631,-30.079,859.5606936,5.298739921,11.71615565
8375,molecule_10414.xyz,CC1=NC(CO)=NN=C1[N+]([O-])=O,-638.6724778,4.339705968,3.3074,1.531,1.531,7.801,1065.870588,5.414112819,11.73546137
8376,molecule_10415.xyz,COC1=NN(C=O)C(=C1)[N+]([O-])=O,-658.5436176,4.383244528,5.6027,1.574,1.574,-38.399,207.9415205,3.88155509,6.143683624
8377,molecule_10416.xyz,CN1OC(=C(C#N)C1=N)[N+]([O-])=O,-637.4004111,3.416144264,6.7945,1.589,1.589,57.095,748.0119048,5.407546882,11.99813597
8378,molecule_10417.xyz,[O-][N+](=O)C1=NN(OC1=N)C1CC1,-638.5873359,4.110584296,6.8207,1.544,1.544,57.626,1358.958824,5.78562536,13.47706393
8379,molecule_10418.xyz,NC1=C(CCO)C(=NO1)[N+]([O-])=O,-659.744391,3.851257748,6.9236,1.617,1.617,-53.422,724.6300578,5.047682099,10.57346054
8380,molecule_10419.xyz,[O-][N+](=O)C1=CC(=N)N(O1)N1CC1,-638.5523968,3.433015456,4.5063,1.524,1.524,81.665,1500.364706,5.87931519,13.79640394
8381,molecule_10420.xyz,CC1=NOC2=C1C(=CO2)[N+]([O-])=O,-641.2548575,4.419980188,0.9352,1.608,1.608,-9.461,71.92261905,2.888989234,3.451113568
8382,molecule_10421.xyz,CC1=NOC(N)=C(C1=N)[N+]([O-])=O,-638.6735634,4.470593764,3.7743,1.612,1.612,7.911,1066.517647,5.605615049,13.01402526
8383,molecule_10422.xyz,NCC(O)C1=COC(=N1)[N+]([O-])=O,-659.7634079,4.394129168,5.6697,1.559,1.559,-64.891,658.3352601,4.808263629,9.368169184
8384,molecule_10424.xyz,OCC(=O)N1C=CN=C1[N+]([O-])=O,-658.5590992,4.751417476,5.2044,1.624,1.624,-53.02,122.4385965,3.472718276,5.018570167
8385,molecule_10425.xyz,CCN1OC(N)=C(C1=O)[N+]([O-])=O,-659.7676789,5.150883764,7.48,1.637,1.637,-68.263,638.8439306,4.932151826,10.17498276
8386,molecule_10426.xyz,[O-][N+](=O)C1=NC2=NC3CC3N2O1,-637.3687486,3.43002218,4.85,1.657,1.657,74.599,852.202381,5.747839813,13.92605539
8387,molecule_10428.xyz,CC(=C)OC1=NC(=NN1)[N+]([O-])=O,-638.6785541,4.959041984,6.5423,1.568,1.568,4.003,1043.529412,5.472144309,12.17985201
8388,molecule_10429.xyz,NC1=C2ON=C(C2=CN1)[N+]([O-])=O,-637.4274861,3.51982046,6.818,1.71,1.71,41.524,655.327381,5.50007227,13.0056813
8389,molecule_10430.xyz,[O-][N+](=O)C1=C2C=NOCC2=NN1,-637.420875,3.713567052,2.9837,1.659,1.659,49.349,701.9047619,5.48019951,12.66903676
8390,molecule_10431.xyz,CN1N=CC(OC=O)=C1[N+]([O-])=O,-658.5570168,4.645564352,1.2459,1.588,1.588,-44.704,171.0701754,3.718784959,5.672009192
8391,molecule_10432.xyz,CC1=CN=C2N=C(ON12)[N+]([O-])=O,-637.4170227,3.428933716,5.4734,1.612,1.612,52.193,718.8333333,5.406241002,12.10475235
8392,molecule_10433.xyz,CC=COC1=C(N=NN1)[N+]([O-])=O,-638.6425842,4.422157116,6.4858,1.565,1.565,27.385,1181.070588,5.636928503,12.90815461
8393,molecule_10434.xyz,[O-][N+](=O)C1=C2N=CN=CN2N=C1,-616.4070657,4.832508044,4.561,1.662,1.662,69.814,806.0545455,5.7037244,13.73930416
8394,molecule_10435.xyz,[O-][N+](=O)C1=NN=NC=C1CC#N,-616.3367575,4.342699244,2.2309,1.582,1.582,110.729,1054.024242,5.898602732,14.23504164
8395,molecule_10436.xyz,NC1=NC(C#C)=C(N1O)[N+]([O-])=O,-637.3904769,3.54975322,3.9638,1.649,1.649,59.746,763.7916667,5.574145953,13.05691266
8396,molecule_10438.xyz,CC1ONC2=NNC(=C12)[N+]([O-])=O,-638.6219081,3.2721949,1.4447,1.574,1.574,38.442,1246.111765,5.735008736,13.41175162
8397,molecule_10439.xyz,[O-][N+](=O)C1=NC(=NOC1=N)C#C,-636.1282015,4.117387196,3.4202,1.616,1.616,109.41,440.6927711,4.980696339,10.29058436
8398,molecule_10440.xyz,NC1=CC=C(C(=O)N=N1)[N+]([O-])=O,-637.4313352,3.579413864,9.1264,1.679,1.679,37.104,629.0178571,5.37594677,12.28413582
8399,molecule_10441.xyz,[O-][N+](=O)C1=NNN=C1CC1CO1,-638.6418262,5.036595044,5.0019,1.588,1.588,22.021,1149.517647,5.654064849,13.11162034
8400,molecule_10442.xyz,[O-][N+](=O)C1=CC(=O)C(C=C)=NO1,-641.2369011,4.083372696,2.6462,1.562,1.562,2.729,144.4821429,3.372849922,4.61555108
8401,molecule_10443.xyz,CCC(=O)C1=NON=C1[N+]([O-])=O,-658.4869161,4.938633284,3.8865,1.545,1.545,-3.392,412.6608187,4.549989155,8.338777093
8402,molecule_10444.xyz,CC(N)C1=NC(O)=C(O1)[N+]([O-])=O,-659.7809135,4.785976208,5.3106,1.588,1.588,-76.579,590.7745665,4.738141394,9.207692941
8403,molecule_10445.xyz,CON1C=NC(=C1OC)[N+]([O-])=O,-659.7050235,4.914959192,6.8658,1.541,1.541,-22.534,903.1734104,5.163552742,10.72086398
8404,molecule_10446.xyz,NC1=CC=C(N(O)C1=O)[N+]([O-])=O,-658.5409853,3.47764248,6.5088,1.702,1.702,-41.866,187.6666667,3.989931842,6.82435265
8405,molecule_10447.xyz,NC1=CC(C=O)=NN=C1[N+]([O-])=O,-637.4760835,3.915477124,4.8665,1.66,1.66,12.496,482.5416667,4.992169731,10.51708335
8406,molecule_10448.xyz,[O-][N+](=O)C1=CN=CN(N=C)C1=O,-637.4600071,4.6327749,4.8015,1.609,1.609,27.22,570.1845238,5.095592789,10.74067389
8407,molecule_10450.xyz,COC1=C(C(=O)NN1C)[N+]([O-])=O,-659.7527556,4.631686436,8.742,1.614,1.614,-55.593,712.0809249,5.019366446,10.44264883
8408,molecule_10451.xyz,CC1=NN(O)C(=N)C=C1[N+]([O-])=O,-638.622733,3.049331896,4.3436,1.578,1.578,39.813,1254.176471,5.754071114,13.52355494
8409,molecule_10452.xyz,ON1C=C(N2CCN=C12)[N+]([O-])=O,-638.6237936,3.249609272,3.1081,1.622,1.622,31.259,1203.858824,5.802232852,13.99867811
8410,molecule_10453.xyz,[O-][N+](=O)C1=C2CCNN2C(=N)O1,-638.6499433,3.663225592,6.0186,1.619,1.619,16.449,1116.741176,5.68714361,13.43282974
8411,molecule_10454.xyz,[O-][N+](=O)C1=NNN=C1C=CC=O,-637.4531465,4.052351472,3.8219,1.62,1.62,27.289,570.5952381,5.120082975,10.8919548
8412,molecule_10455.xyz,CC1=C(C(=N)C(=O)ON1)[N+]([O-])=O,-658.5124105,4.656176876,6.3775,1.701,1.701,-23.612,294.4152047,4.463576422,8.537633823
8413,molecule_10457.xyz,CNC1=CN=C(N1C=O)[N+]([O-])=O,-638.7122269,3.471655928,6.7303,1.573,1.573,-16.428,923.3470588,5.318641252,11.53021692
8414,molecule_10458.xyz,OCC1=NOC(C#C)=C1[N+]([O-])=O,-641.2028347,4.745975156,3.0491,1.584,1.584,14.489,214.4821429,3.75811885,5.783095178
8415,molecule_10459.xyz,CC1=C(N=CN(N)C1=O)[N+]([O-])=O,-638.7058151,4.509234236,4.2975,1.58,1.58,-12.712,945.2058824,5.365831833,11.76995844
8416,molecule_10460.xyz,CN=C1OC(=CN1N=C)[N+]([O-])=O,-638.6392493,3.738601724,4.5856,1.505,1.505,32.101,1208.811765,5.524003865,12.07674473
8417,molecule_10461.xyz,CCN1C(=N)OC(O)=C1[N+]([O-])=O,-659.7869317,3.477098248,1.8305,1.555,1.555,-73.191,610.3583815,4.710054607,8.974126349
8418,molecule_10463.xyz,[O-][N+](=O)C1=CN=C2CON=CN12,-637.4338339,4.393857052,2.5772,1.634,1.634,43.103,664.7261905,5.350483606,11.96016661
8419,molecule_10464.xyz,CC1=CC(=O)N(O)N=C1[N+]([O-])=O,-658.5183953,4.320929964,3.6088,1.614,1.614,-23.149,297.122807,4.316238992,7.721893986
8420,molecule_10465.xyz,NC1=NC(CCO)=C(O1)[N+]([O-])=O,-659.791662,4.23276438,5.6579,1.641,1.641,-85.215,540.8554913,4.738920304,9.407987259
8421,molecule_10466.xyz,NC1=C(OC(=N1)[N+]([O-])=O)C1CN1,-638.6567789,3.400361536,4.9098,1.582,1.582,10.384,1081.064706,5.553770789,12.61933154
8422,molecule_10467.xyz,CC=CON1N=CC(=N1)[N+]([O-])=O,-638.5950036,4.6871981,4.5032,1.468,1.468,60.096,1373.488235,5.610438329,12.24791407
8423,molecule_10468.xyz,[O-][N+](=O)C1=CNN2OCCN=C12,-638.5966694,3.971260904,6.3964,1.689,1.689,46.735,1294.894118,6.074506318,15.74250992
8424,molecule_10469.xyz,[O-][N+](=O)C1=NN=C(NC1=O)C=C,-637.4558047,4.40283688,7.8713,1.61,1.61,25.81,561.7916667,5.078871855,10.67458816
8425,molecule_10470.xyz,NC(=O)C1=CC=NN=C1[N+]([O-])=O,-637.4801754,4.405013808,6.6422,1.64,1.64,8.455,458.4880952,4.88818103,10.00606818
8426,molecule_10471.xyz,CN1C=NC(=C(N)C1=O)[N+]([O-])=O,-638.7510654,3.864863548,5.235,1.609,1.609,-42.258,771.4058824,5.163028275,11.02684091
8427,molecule_10473.xyz,OC1=C(NC(=N1)[N+]([O-])=O)N1CC1,-638.6712262,3.852346212,5.7804,1.614,1.614,3.499,1040.564706,5.575876466,12.88662391
8428,molecule_10474.xyz,[O-][N+](=O)C1=NOC2=C1OCC2=C,-641.2187438,3.672477536,6.3481,1.619,1.619,10.636,191.547619,3.707692309,5.709347695
8429,molecule_10475.xyz,OCC1=NC=NC(=C1O)[N+]([O-])=O,-658.5848174,3.992758068,0.6247,1.64,1.64,-66.082,46.05263158,2.737772793,3.138800417
8430,molecule_10477.xyz,[O-][N+](=O)C1=C2NC=NCC2=NO1,-637.445052,3.818331712,3.8499,1.655,1.655,32.575,602.0595238,5.265270421,11.67689679
8431,molecule_10478.xyz,NC1=C(C=O)N(O)C(=C1)[N+]([O-])=O,-658.5247046,2.853408376,1.9725,1.644,1.644,-27.833,269.7309942,4.266158203,7.633396693
8432,molecule_10479.xyz,CN=C1N(O)OC(C)=C1[N+]([O-])=O,-659.6666975,4.586787296,5.8068,1.609,1.609,-1.438,1025.115607,5.486528921,12.45195228
8433,molecule_10480.xyz,NN=C1C=CC=C(N1O)[N+]([O-])=O,-638.6046031,3.182124504,4.0795,1.591,1.591,53.183,1332.823529,5.874587864,14.17177447
8434,molecule_10481.xyz,NC(=N)NC1=CC=C(O1)[N+]([O-])=O,-638.7028463,4.056705328,5.3631,1.598,1.598,-16.226,924.5352941,5.377138764,11.90728765
8435,molecule_10484.xyz,CN1C=CN=C(C1=NO)[N+]([O-])=O,-638.6285029,3.556011888,7.0085,1.594,1.594,34.575,1223.364706,5.757379969,13.62862856
8436,molecule_10487.xyz,COCCC1=NON=C1[N+]([O-])=O,-659.6896155,4.710055844,4.2958,1.473,1.473,-11.914,964.5606936,5.094636066,10.12299939
8437,molecule_10488.xyz,COC1=C(N=C(O1)C#C)[N+]([O-])=O,-641.2335552,4.678490388,7.398,1.617,1.617,-6.79,87.82142857,3.048391717,3.856334556
8438,molecule_10489.xyz,CC(O)C1=CN=NN=C1[N+]([O-])=O,-638.6373576,4.375353164,5.9902,1.566,1.566,29.083,1191.058824,5.651228662,12.97919234
8439,molecule_10490.xyz,CC1=C(N=NN1CC=O)[N+]([O-])=O,-638.6714815,5.480960472,4.8398,1.534,1.534,7.907,1066.494118,5.421966664,11.78494335
8440,molecule_10491.xyz,CNC1=C(N=C(N1)C=O)[N+]([O-])=O,-638.729052,3.959015684,6.3473,1.606,1.606,-30.987,837.7058824,5.26391024,11.4481263
8441,molecule_10492.xyz,CC1=C(N)C(=NOC1=N)[N+]([O-])=O,-638.6518931,3.166341776,3.8408,1.565,1.565,21.649,1147.329412,5.596230505,12.72243659
8442,molecule_10494.xyz,NNC(=O)C1=CC(=CN1)[N+]([O-])=O,-638.7139323,4.876046604,3.9438,1.589,1.589,-21.461,893.7411765,5.311522391,11.57580562
8443,molecule_10495.xyz,[O-][N+](=O)C1=CC=NN1C(=N)C=O,-637.4501863,4.754682868,3.8038,1.581,1.581,32.975,604.4404762,5.109586514,10.67707367
8444,molecule_10496.xyz,[O-][N+](=O)C1=C2N=NN=C2NC=C1,-616.3724863,3.546215712,9.0947,1.777,1.777,87.334,912.2363636,6.161207681,16.70894499
8445,molecule_10497.xyz,CNC1=C(N=C(O1)[N+]([O-])=O)C#N,-637.4704445,3.877925116,7.2304,1.609,1.609,10.987,473.5595238,4.86445849,9.788386415
8446,molecule_10498.xyz,CC1=NOC2=C(C=NN12)[N+]([O-])=O,-637.4329646,5.303812956,5.8897,1.627,1.627,41.498,655.172619,5.315626277,11.77239174
8447,molecule_10499.xyz,[O-][N+](=O)C1=NOC(CCC=N)=N1,-638.6564788,4.964212188,6.5145,1.509,1.509,18.074,1126.3,5.436770583,11.71933771
8448,molecule_10500.xyz,[O-][N+](=O)C1=CN(N=CC=O)N=C1,-637.4379049,4.515492904,1.4512,1.555,1.555,39.653,644.1904762,5.13416339,10.66300632
8449,molecule_10501.xyz,CN=C1N=C(N)OC=C1[N+]([O-])=O,-638.6940695,4.303786656,7.4404,1.665,1.665,-11.638,951.5235294,5.56924603,13.11401842
8450,molecule_10502.xyz,[O-][N+](=O)C1=NC=C2N1C=NC2=N,-616.3949231,3.985955168,2.9152,1.633,1.633,77.9,855.0606061,5.719462162,13.66127715
8451,molecule_10503.xyz,CN1N=C(CC=O)N=C1[N+]([O-])=O,-638.6946321,4.086093856,3.5424,1.512,1.512,-5.677,986.5882353,5.266632042,11.01207337
8452,molecule_10505.xyz,ONC1=NC=CC(=C1O)[N+]([O-])=O,-658.5290889,4.037657208,5.233,1.722,1.722,-33.871,234.4210526,4.252247175,7.807524929
8453,molecule_10506.xyz,CN1C(=O)N(C=N)C=C1[N+]([O-])=O,-638.7266762,3.761731584,2.8377,1.537,1.537,-22.743,886.2,5.18340892,10.78477665
8454,molecule_10507.xyz,NC1=C2N=C(NC2=CO1)[N+]([O-])=O,-637.4691546,2.649865608,5.2645,1.741,1.741,13.183,486.6309524,5.169522683,11.61740518
8455,molecule_10508.xyz,[O-][N+](=O)C1=C2COC2=NN1N=C,-637.3410158,4.046909152,2.5426,1.619,1.619,99.147,998.3214286,5.88614223,14.3893317
8456,molecule_10509.xyz,NN=CNC1=CC(=CO1)[N+]([O-])=O,-638.6595346,3.544583016,4.7583,1.549,1.549,14.296,1104.076471,5.504732604,12.2264383
8457,molecule_10510.xyz,[O-][N+](=O)C1=NC(=N)N(O1)C1CC1,-638.6061149,3.644721704,3.3474,1.521,1.521,46.886,1295.782353,5.660333677,12.77091476
8458,molecule_10511.xyz,CC1=C(O)C(N)=C(N1O)[N+]([O-])=O,-659.7401236,3.719553604,4.727,1.636,1.636,-48.61,752.4450867,5.136010719,11.02917279
8459,molecule_10512.xyz,OC1=CC=C(N=NC1=N)[N+]([O-])=O,-637.423965,3.4490703,4.9038,1.635,1.635,47.815,692.7738095,5.408301325,12.2248341
8460,molecule_10513.xyz,OCCC1=C(N(O)N=C1)[N+]([O-])=O,-659.7001544,4.48855342,2.961,1.579,1.579,-23.947,895.0057803,5.236579512,11.20510981
8461,molecule_10514.xyz,OC1=CN(C=N)C(=C1O)[N+]([O-])=O,-658.5493392,4.165279612,5.545,1.746,1.746,-47.912,152.3099415,3.854475497,6.469956845
8462,molecule_10515.xyz,[O-][N+](=O)C1=C(C=CC=N)N=NO1,-637.4039603,3.673566,2.8829,1.542,1.542,61.887,776.5357143,5.349590434,11.51227604
8463,molecule_10516.xyz,CNC1=NC(CO)=C(O1)[N+]([O-])=O,-659.7807875,4.27630294,7.1122,1.612,1.612,-78.338,580.6069364,4.765654003,9.40611148
8464,molecule_10517.xyz,CON1C=NC(C#N)=C1[N+]([O-])=O,-637.4113926,4.639033568,7.2616,1.597,1.597,51.909,717.1428571,5.369024442,11.86654801
8465,molecule_10518.xyz,NC1=NC=C2OC(=CN12)[N+]([O-])=O,-637.4595299,3.001983712,4.1856,1.672,1.672,21.93,538.6964286,5.156817044,11.27343653
8466,molecule_10519.xyz,CC(=O)NC1=NNC=C1[N+]([O-])=O,-638.7294867,4.313310716,6.9944,1.652,1.652,-32.161,830.8,5.354760851,12.06329303
8467,molecule_10520.xyz,CNC1=CC(=O)C(=NN1)[N+]([O-])=O,-638.6800884,4.39739456,11.0207,1.669,1.669,-4.569,993.1058824,5.638368672,13.46195077
8468,molecule_10521.xyz,OCCC1=NN=CC(=N1)[N+]([O-])=O,-638.6646299,3.77016718,1.8514,1.524,1.524,10.961,1084.458824,5.421017386,11.72935187
8469,molecule_10522.xyz,[O-][N+](=O)C1=C2NCCOC2=NN1,-638.6894002,3.56335902,4.1278,1.629,1.629,-4.967,990.7647059,5.542597936,12.80928769
8470,molecule_10523.xyz,CC(=C)OC1=NNC(=N1)[N+]([O-])=O,-638.6763177,3.846631776,1.7773,1.522,1.522,7.62,1064.805882,5.391582022,11.59209878
8471,molecule_10524.xyz,NN1C=CC(=C1C(O)=O)[N+]([O-])=O,-658.5685783,4.648013396,4.3613,1.684,1.684,-57.403,96.80701754,3.356761631,4.798288692
8472,molecule_10525.xyz,NN1C(NC=O)=CC=C1[N+]([O-])=O,-638.6952808,3.994118648,1.3328,1.579,1.579,-7.067,978.4117647,5.410046079,11.95976485
8473,molecule_10526.xyz,[O-][N+](=O)C1=C2C=NN=C2C=NN1,-616.3610586,3.048787664,4.1782,1.74,1.74,95.479,961.6,6.152200197,16.44811779
8474,molecule_10527.xyz,OCC1=NC(=CN1C=N)[N+]([O-])=O,-638.6969687,4.716858744,7.3182,1.611,1.611,-11.435,952.7176471,5.447407829,12.28487476
8475,molecule_10529.xyz,CC(=N)N=C1ONC=C1[N+]([O-])=O,-638.6321641,3.988948444,6.7581,1.638,1.638,28.888,1189.911765,5.824064671,14.19327841
8476,molecule_10530.xyz,[O-][N+](=O)C1=CNC(COC=N)=N1,-638.7155266,5.152244344,8.531,1.619,1.619,-20.993,896.4941176,5.383229853,12.035523
8477,molecule_10531.xyz,[O-][N+](=O)C1=C2CN=CN2NC1=O,-637.4616956,4.396306096,6.686,1.741,1.741,17.347,511.4166667,5.234126713,11.90958726
8478,molecule_10532.xyz,CON=C1OC(=NC=C1)[N+]([O-])=O,-658.4861887,3.203893784,4.6609,1.566,1.566,-3.254,413.4678363,4.593520155,8.575375786
8479,molecule_10533.xyz,NC1=C(N)C(=O)NC(=C1)[N+]([O-])=O,-638.7532677,2.905110416,5.6436,1.641,1.641,-47.867,738.4117647,5.175627973,11.22183848
8480,molecule_10534.xyz,ONC=CC1=CN=C(N1)[N+]([O-])=O,-638.6473282,3.560909976,8.3782,1.641,1.641,17.64,1123.747059,5.748513315,13.84359846
8481,molecule_10536.xyz,CNC1=C(C#N)C(=NO1)[N+]([O-])=O,-637.4383631,3.978608036,7.4068,1.599,1.599,32.187,599.75,5.138702175,10.87912046
8482,molecule_10537.xyz,NC1=C2CC(=O)N2C(=N1)[N+]([O-])=O,-637.4605327,3.577781168,7.3636,1.675,1.675,16.854,508.4821429,5.089182179,10.99206291
8483,molecule_10538.xyz,NN1N=C2OC=CC2=C1[N+]([O-])=O,-637.4219064,3.644177472,2.2162,1.67,1.67,48.775,698.4880952,5.498313596,12.80631489
8484,molecule_10539.xyz,[O-][N+](=O)C1=CN=NN1OCC=C,-638.577054,4.81509262,2.6617,1.475,1.475,71.764,1442.123529,5.697022063,12.67018102
8485,molecule_10540.xyz,ON1C=NC(C2CN2)=C1[N+]([O-])=O,-638.6217387,3.669212144,2.8121,1.577,1.577,38.818,1248.323529,5.744897551,13.47486778
8486,molecule_10541.xyz,NN=CCC1=COC(=N1)[N+]([O-])=O,-638.6521372,3.623496656,5.0517,1.514,1.514,18.96,1131.511765,5.454994916,11.82439243
8487,molecule_10542.xyz,OCC1=C(OC=NC1=N)[N+]([O-])=O,-658.5385522,3.982145544,2.9875,1.639,1.639,-37.745,211.7660819,4.007445183,6.722563099
8488,molecule_10543.xyz,CON1N=C(C)C(=C1O)[N+]([O-])=O,-659.728134,4.750873244,3.5348,1.524,1.524,-34.707,832.8092486,5.022669628,10.06889102
8489,molecule_10545.xyz,CN1N(C=O)C(=CC1=N)[N+]([O-])=O,-638.658577,3.036542444,2.038,1.536,1.536,19.813,1136.529412,5.513651988,12.19748573
8490,molecule_10547.xyz,[O-][N+](=O)C1=NN=C2N1CCC2=O,-637.4720945,4.586243064,5.8705,1.672,1.672,13.169,486.547619,5.027210118,10.71388429
8491,molecule_10548.xyz,[O-][N+](=O)C1=CN(OCC=C)N=N1,-638.5843465,5.568037592,7.0473,1.504,1.504,63.739,1394.917647,5.722824677,12.95589753
8492,molecule_10549.xyz,CC(=N)NC1=NOC(=C1)[N+]([O-])=O,-638.6645199,4.076569796,7.3123,1.543,1.543,12.011,1090.635294,5.473698049,12.05783047
8493,molecule_10550.xyz,CN=C1NC=C(C(=N)O1)[N+]([O-])=O,-638.6964043,4.51576502,5.8722,1.63,1.63,-8.843,967.9647059,5.512729415,12.67659214
8494,molecule_10551.xyz,CN1N=C2NOCC2=C1[N+]([O-])=O,-638.6116956,3.341312364,2.1617,1.564,1.564,46.528,1293.676471,5.764264332,13.49223462
8495,molecule_10552.xyz,ON1C=C(C2=NCCN12)[N+]([O-])=O,-638.5949466,3.72934978,5.4685,1.627,1.627,49.004,1308.241176,5.936498567,14.68305957
8496,molecule_10556.xyz,OC1C=CC2=C1C(=NO2)[N+]([O-])=O,-641.2329524,4.052351472,4.5176,1.633,1.633,0.22,129.547619,3.382052083,4.776848886
8497,molecule_10558.xyz,COC(=O)C1=CNN=C1[N+]([O-])=O,-658.5734056,5.439870956,4.4841,1.652,1.652,-60.955,76.03508772,3.118854297,4.092379411
8498,molecule_10559.xyz,CCC1=NC(=N)N=C(O1)[N+]([O-])=O,-638.6917201,4.504064032,5.7864,1.521,1.521,-5.31,988.7470588,5.290300231,11.15574499
8499,molecule_10560.xyz,CNC1=C(N=C(OC)O1)[N+]([O-])=O,-659.7836658,4.164463264,5.9487,1.553,1.553,-75.015,599.8150289,4.685545706,8.873409408
8500,molecule_10561.xyz,[O-][N+](=O)C1=COC(=NN=C)N=C1,-637.4231085,3.671661188,2.6303,1.574,1.574,49.641,703.6428571,5.291636418,11.41819163
8501,molecule_10562.xyz,ON1N=CC(C2CN2)=C1[N+]([O-])=O,-638.5888483,4.318208804,2.7627,1.594,1.594,56.451,1352.047059,5.903150528,14.32748906
8502,molecule_10564.xyz,[O-][N+](=O)C1=CN2C=NN=CC2=N1,-616.3874238,4.659442268,3.2448,1.659,1.659,82.073,880.3515152,5.823649492,14.30676072
8503,molecule_10565.xyz,[O-][N+](=O)C1=C2C(=N)NNC2=CO1,-637.4293324,3.281174728,5.9069,1.705,1.705,42.546,661.4107143,5.501674271,12.98960992
8504,molecule_10566.xyz,CC1ON2C=C(N=C2O1)[N+]([O-])=O,-658.4962187,4.682027896,8.0944,1.687,1.687,-14.241,349.2163743,4.631783021,9.145895695
8505,molecule_10567.xyz,CNN1C=CC(=NC1=O)[N+]([O-])=O,-638.6911351,3.977247456,6.5011,1.556,1.556,-3.565,999.0117647,5.38503444,11.73551179
8506,molecule_10569.xyz,OC1=C(N2CC2)C(=NO1)[N+]([O-])=O,-658.468155,3.60825816,5.7973,1.677,1.677,1.528,441.4327485,4.891239751,10.161251
8507,molecule_10572.xyz,[O-][N+](=O)C1=NC=C2C=NN=C2O1,-636.2107653,3.653429416,4.5996,1.738,1.738,61.004,149.0903614,3.99284435,6.923308579
8508,molecule_10573.xyz,OC1CN2N=C(C(O)=C12)[N+]([O-])=O,-658.504294,4.304058772,6.0018,1.716,1.716,-22.394,301.5380117,4.517598471,8.79335041
8509,molecule_10574.xyz,OC1=C(N(NC1=O)C=C)[N+]([O-])=O,-658.5226005,3.360088368,3.5523,1.647,1.647,-27.207,273.3918129,4.285881665,7.713095883
8510,molecule_10575.xyz,NC1=C(N(C=O)C=C1O)[N+]([O-])=O,-658.5849929,3.920103096,5.9834,1.737,1.737,-70.865,18.08187135,2.254432779,2.206328138
8511,molecule_10576.xyz,NC(=O)N1C=CC(N)=C1[N+]([O-])=O,-638.751708,4.056705328,3.6237,1.665,1.665,-44.486,758.3,5.262011404,11.70702515
8512,molecule_10577.xyz,NC(=N)C1=CC(=CN1O)[N+]([O-])=O,-638.6739875,4.803663748,7.5022,1.696,1.696,2.539,1034.917647,5.759884847,14.19064513
8513,molecule_10578.xyz,CNC(=O)C1=COC(=N1)[N+]([O-])=O,-658.5818947,4.136435316,2.4202,1.594,1.594,-65.631,48.69005848,2.723150197,3.048916718
8514,molecule_10579.xyz,ON1N=C(CC#C)C(=N1)[N+]([O-])=O,-637.3401842,4.945980416,5.014,1.61,1.61,90.822,948.7678571,5.789798145,13.87214001
8515,molecule_10580.xyz,NN=CC1=C(N)OC=C1[N+]([O-])=O,-638.6728408,3.128517652,4.4207,1.594,1.594,5.456,1052.076471,5.544312906,12.63856702
8516,molecule_10581.xyz,ON1N=C(C(O)=C1C#C)[N+]([O-])=O,-657.2276791,4.110040064,3.9515,1.696,1.696,34.027,18.68639053,2.332654804,2.327423887
8517,molecule_10582.xyz,[O-][N+](=O)C1=C(C=C)C=NOC1=O,-641.246444,4.25453366,6.6471,1.596,1.596,-6.057,92.18452381,3.058413707,3.849011404
8518,molecule_10583.xyz,[O-][N+](=O)C1=CN=CC2=NC=NN12,-616.3999083,4.38242818,2.4137,1.633,1.633,77.441,852.2787879,5.714804611,13.63903654
8519,molecule_10584.xyz,[O-][N+](=O)C1=C(NCC=N)N=CO1,-638.6914835,4.220791276,6.7478,1.582,1.582,-7.456,976.1235294,5.41378775,11.99120691
8520,molecule_10585.xyz,CCC1=C(O)N=NN=C1[N+]([O-])=O,-638.6632223,4.628421044,5.3348,1.558,1.558,14.666,1106.252941,5.528824864,12.38111261
8521,molecule_10586.xyz,[O-][N+](=O)C1=NC=C(CNN=C)O1,-638.6432467,3.784045096,4.3417,1.505,1.505,25.716,1171.252941,5.480585759,11.88764685
8522,molecule_10589.xyz,ON=C1ONC(C=C)=C1[N+]([O-])=O,-658.4365136,3.118177244,5.4398,1.658,1.658,25.892,583.9122807,5.204791784,11.42330142
8523,molecule_10591.xyz,OCC=NN1N=CC=C1[N+]([O-])=O,-638.6396774,4.478757244,4.771,1.527,1.527,29.367,1192.729412,5.558796656,12.34942071
